year,month,day,pc1,pc2,amp,8_phases,4_phases
1988,10,29,-1.111,0.272,1.144,8,1
1988,10,30,-0.798,0.769,1.108,8,1
1988,10,31,-0.555,0.707,0.899,7,4
1988,11,1,-0.342,0.597,0.688,7,4
1988,11,2,-0.078,0.777,0.781,7,4
1988,11,3,0.325,0.906,0.962,6,4
1988,11,4,0.33,0.764,0.832,6,4
1988,11,5,0.242,0.812,0.847,6,4
1988,11,6,-0.131,0.762,0.773,7,4
1988,11,7,-0.237,0.518,0.57,7,4
1988,11,8,-0.393,0.249,0.465,8,1
1988,11,9,-0.389,0.299,0.491,8,1
1988,11,10,-0.063,0.322,0.329,7,4
1988,11,11,0.456,0.612,0.763,6,4
1988,11,12,0.717,0.185,0.741,5,3
1988,11,13,0.858,0.035,0.859,5,3
1988,11,14,0.885,0.198,0.907,5,3
1988,11,15,0.984,0.305,1.031,5,3
1988,11,16,1.063,0.649,1.245,5,3
1988,11,17,0.868,0.472,0.987,5,3
1988,11,18,0.608,0.662,0.899,6,4
1988,11,19,0.22,0.295,0.368,6,4
1988,11,20,-0.172,-0.026,0.174,1,1
1988,11,21,-0.58,-0.262,0.636,1,1
1988,11,22,-0.681,0.008,0.681,8,1
1988,11,23,-0.769,0.412,0.873,8,1
1988,11,24,-0.812,0.204,0.837,8,1
1988,11,25,-0.45,0.439,0.629,8,1
1988,11,26,-0.463,0.701,0.84,7,4
1988,11,27,-0.448,0.347,0.567,8,1
1988,11,28,-0.234,-0.17,0.29,1,1
1988,11,29,-0.327,-0.407,0.523,2,2
1988,11,30,-0.447,0.139,0.468,8,1
1988,12,1,-0.56,0.05,0.562,8,1
1988,12,2,-0.456,0.021,0.456,8,1
1988,12,3,-0.645,0.041,0.646,8,1
1988,12,4,-1.151,-0.064,1.152,1,1
1988,12,5,-1.068,0.352,1.125,8,1
1988,12,6,-1.185,0.75,1.402,8,1
1988,12,7,-1.736,0.677,1.863,8,1
1988,12,8,-1.5,0.469,1.572,8,1
1988,12,9,-0.972,0.649,1.169,8,1
1988,12,10,-1.084,0.932,1.43,8,1
1988,12,11,-1.292,0.425,1.36,8,1
1988,12,12,-1.516,-0.198,1.528,1,1
1988,12,13,-1.556,-0.819,1.758,1,1
1988,12,14,-1.188,-0.383,1.248,1,1
1988,12,15,-0.726,-0.093,0.732,1,1
1988,12,16,-0.085,0.077,0.115,8,1
1988,12,17,-0.016,0.377,0.377,7,4
1988,12,18,-0.028,0.833,0.833,7,4
1988,12,19,-0.174,0.637,0.66,7,4
1988,12,20,-0.277,0.736,0.786,7,4
1988,12,21,-0.61,0.67,0.906,7,4
1988,12,22,-0.763,0.493,0.909,8,1
1988,12,23,-1.333,0.105,1.337,8,1
1988,12,24,-1.595,0.087,1.597,8,1
1988,12,25,-1.827,-0.381,1.866,1,1
1988,12,26,-1.315,-0.658,1.47,1,1
1988,12,27,-0.373,-0.541,0.657,2,2
1988,12,28,0.052,-0.481,0.484,3,2
1988,12,29,0.271,-0.371,0.459,3,2
1988,12,30,0.22,-0.691,0.725,3,2
1988,12,31,0.298,-1.042,1.084,3,2
1989,1,1,0.517,-1.195,1.302,3,2
1989,1,2,0.712,-1.091,1.303,3,2
1989,1,3,0.695,-0.709,0.993,3,2
1989,1,4,0.708,-0.618,0.94,4,3
1989,1,5,0.684,-0.952,1.173,3,2
1989,1,6,0.878,-0.73,1.142,4,3
1989,1,7,0.986,-0.584,1.146,4,3
1989,1,8,1.18,-0.765,1.406,4,3
1989,1,9,0.952,-2.022,2.235,3,2
1989,1,10,0.559,-2.291,2.358,3,2
1989,1,11,0.701,-1.576,1.725,3,2
1989,1,12,1.011,-1.202,1.571,3,2
1989,1,13,1.226,-1.057,1.618,4,3
1989,1,14,1.212,-1.142,1.665,4,3
1989,1,15,1.559,-1.048,1.879,4,3
1989,1,16,1.621,-0.767,1.793,4,3
1989,1,17,1.34,-0.392,1.396,4,3
1989,1,18,1.05,-0.285,1.088,4,3
1989,1,19,1.087,0.137,1.096,5,3
1989,1,20,1.065,-0.038,1.066,4,3
1989,1,21,0.857,0.008,0.857,5,3
1989,1,22,0.604,-0.163,0.626,4,3
1989,1,23,0.395,-0.065,0.401,4,3
1989,1,24,-0.071,0.417,0.423,7,4
1989,1,25,-0.61,0.533,0.81,8,1
1989,1,26,-0.792,0.437,0.905,8,1
1989,1,27,-0.552,0.262,0.611,8,1
1989,1,28,-0.263,0.196,0.328,8,1
1989,1,29,-0.152,0.391,0.42,7,4
1989,1,30,-0.511,0.137,0.529,8,1
1989,1,31,-0.557,0.672,0.873,7,4
1989,2,1,-0.672,0.768,1.02,7,4
1989,2,2,-0.878,0.174,0.895,8,1
1989,2,3,-0.944,-0.313,0.995,1,1
1989,2,4,-1.03,-0.413,1.11,1,1
1989,2,5,-0.81,-0.336,0.877,1,1
1989,2,6,-0.429,-0.575,0.717,2,2
1989,2,7,-0.706,-1.481,1.64,2,2
1989,2,8,-0.758,-1.613,1.782,2,2
1989,2,9,-0.462,-1.566,1.633,2,2
1989,2,10,-0.424,-1.591,1.647,2,2
1989,2,11,-0.334,-1.152,1.2,2,2
1989,2,12,-0.164,-1.037,1.049,2,2
1989,2,13,-0.16,-0.785,0.801,2,2
1989,2,14,-0.235,-0.718,0.755,2,2
1989,2,15,-0.171,-0.274,0.323,2,2
1989,2,16,0.052,0.386,0.389,6,4
1989,2,17,0.161,0.325,0.363,6,4
1989,2,18,0.153,0.344,0.377,6,4
1989,2,19,0.091,-0.434,0.443,3,2
1989,2,20,0.094,-0.471,0.48,3,2
1989,2,21,0.059,0.437,0.441,6,4
1989,2,22,0.197,0.592,0.624,6,4
1989,2,23,0.466,0.337,0.575,5,3
1989,2,24,0.719,0.61,0.944,5,3
1989,2,25,0.812,0.583,0.999,5,3
1989,2,26,0.665,0.487,0.825,5,3
1989,2,27,0.02,0.123,0.125,6,4
1989,2,28,-0.419,0.018,0.419,8,1
1989,2,29,-0.281,-0.046,0.285,1,1
1989,3,1,-0.472,-0.209,0.516,1,1
1989,3,2,-0.598,-0.278,0.66,1,1
1989,3,3,-0.459,-0.021,0.459,1,1
1989,3,4,-0.398,-0.161,0.429,1,1
1989,3,5,-0.378,-0.19,0.423,1,1
1989,3,6,-0.201,-0.301,0.362,2,2
1989,3,7,-0.197,-0.006,0.197,1,1
1989,3,8,-0.088,-0.037,0.096,1,1
1989,3,9,0.024,0.508,0.508,6,4
1989,3,10,-0.109,0.903,0.909,7,4
1989,3,11,-0.274,0.351,0.445,7,4
1989,3,12,-0.453,0.397,0.603,8,1
1989,3,13,-0.749,0.233,0.784,8,1
1989,3,14,-0.665,0.259,0.714,8,1
1989,3,15,-0.655,-0.022,0.655,1,1
1989,3,16,-0.628,-0.222,0.667,1,1
1989,3,17,-0.674,-0.456,0.814,1,1
1989,3,18,-0.876,-0.578,1.049,1,1
1989,3,19,-0.95,-0.915,1.319,1,1
1989,3,20,-1.113,-1.027,1.515,1,1
1989,3,21,-1.024,-1.039,1.459,2,2
1989,3,22,-1.163,-0.949,1.501,1,1
1989,3,23,-1.008,-0.563,1.154,1,1
1989,3,24,-0.853,-0.243,0.888,1,1
1989,3,25,-0.452,-0.847,0.96,2,2
1989,3,26,0.055,-1.102,1.104,3,2
1989,3,27,0.365,-0.14,0.391,4,3
1989,3,28,0.755,0.204,0.782,5,3
1989,3,29,0.739,0.135,0.752,5,3
1989,3,30,0.735,-0.141,0.748,4,3
1989,3,31,0.499,-0.236,0.552,4,3
1989,4,1,0.247,-0.295,0.384,3,2
1989,4,2,0.306,-0.287,0.419,4,3
1989,4,3,0.223,-0.084,0.239,4,3
1989,4,4,0.363,-0.389,0.532,3,2
1989,4,5,0.193,-0.267,0.329,3,2
1989,4,6,0.105,-0.488,0.5,3,2
1989,4,7,0.284,-0.137,0.315,4,3
1989,4,8,0.402,0.358,0.538,5,3
1989,4,9,0.677,0.827,1.069,6,4
1989,4,10,0.873,1.468,1.708,6,4
1989,4,11,0.555,1.36,1.468,6,4
1989,4,12,0.147,1.093,1.102,6,4
1989,4,13,-0.17,0.622,0.645,7,4
1989,4,14,-0.076,0.899,0.902,7,4
1989,4,15,-0.096,1.474,1.477,7,4
1989,4,16,0.322,1.752,1.781,6,4
1989,4,17,0.149,1.344,1.353,6,4
1989,4,18,-0.299,0.747,0.805,7,4
1989,4,19,-0.675,0.184,0.7,8,1
1989,4,20,-1.3,-0.839,1.548,1,1
1989,4,21,-1.419,-0.72,1.591,1,1
1989,4,22,-1.063,-0.82,1.342,1,1
1989,4,23,-0.579,-0.538,0.791,1,1
1989,4,24,-0.175,-0.032,0.178,1,1
1989,4,25,-0.241,0.195,0.31,8,1
1989,4,26,-0.421,0.122,0.438,8,1
1989,4,27,-0.415,0.109,0.429,8,1
1989,4,28,-0.6,-0.082,0.606,1,1
1989,4,29,-0.649,-0.341,0.733,1,1
1989,4,30,-0.254,-0.832,0.87,2,2
1989,5,1,-0.126,-0.782,0.792,2,2
1989,5,2,-0.182,-0.261,0.318,2,2
1989,5,3,-0.267,-0.272,0.381,2,2
1989,5,4,-0.025,-0.089,0.092,2,2
1989,5,5,0.261,-0.252,0.363,4,3
1989,5,6,0.407,-0.223,0.464,4,3
1989,5,7,0.648,-0.255,0.696,4,3
1989,5,8,0.759,-0.314,0.822,4,3
1989,5,9,1.306,0.117,1.311,5,3
1989,5,10,1.53,0.686,1.677,5,3
1989,5,11,1.371,0.681,1.531,5,3
1989,5,12,1.174,0.944,1.507,5,3
1989,5,13,1.407,1.625,2.149,6,4
1989,5,14,1.16,1.534,1.923,6,4
1989,5,15,0.628,1.36,1.498,6,4
1989,5,16,0.025,1.617,1.617,6,4
1989,5,17,-0.143,1.923,1.928,7,4
1989,5,18,-0.352,1.466,1.508,7,4
1989,5,19,0.163,1.636,1.644,6,4
1989,5,20,0.317,1.899,1.925,6,4
1989,5,21,0.337,1.737,1.77,6,4
1989,5,22,0.16,2.038,2.044,6,4
1989,5,23,0.104,2.288,2.291,6,4
1989,5,24,0.216,2.115,2.126,6,4
1989,5,25,0.069,1.516,1.517,6,4
1989,5,26,0.018,0.483,0.483,6,4
1989,5,27,0.051,-0.69,0.692,3,2
1989,5,28,0.141,-1.202,1.21,3,2
1989,5,29,0.679,-0.32,0.751,4,3
1989,5,30,0.88,-0.334,0.941,4,3
1989,5,31,0.828,-0.294,0.879,4,3
1989,6,1,0.901,-0.35,0.967,4,3
1989,6,2,0.855,-0.266,0.896,4,3
1989,6,3,0.718,-0.046,0.719,4,3
1989,6,4,0.444,0.426,0.615,5,3
1989,6,5,-0.132,0.843,0.853,7,4
1989,6,6,-0.518,1.035,1.158,7,4
1989,6,7,-0.62,1.295,1.436,7,4
1989,6,8,-0.616,1.585,1.7,7,4
1989,6,9,-0.259,1.294,1.32,7,4
1989,6,10,0.223,0.608,0.647,6,4
1989,6,11,0.142,0.152,0.208,6,4
1989,6,12,-0.132,-0.517,0.534,2,2
1989,6,13,-0.243,-1.047,1.075,2,2
1989,6,14,-0.154,-1.194,1.204,2,2
1989,6,15,-0.501,-0.872,1.005,2,2
1989,6,16,-0.566,-0.261,0.624,1,1
1989,6,17,-0.634,-0.121,0.645,1,1
1989,6,18,-0.874,-0.102,0.88,1,1
1989,6,19,-1.049,0.158,1.061,8,1
1989,6,20,-1.128,0.149,1.138,8,1
1989,6,21,-0.977,-0.399,1.055,1,1
1989,6,22,-1.098,-0.279,1.132,1,1
1989,6,23,-0.48,0.067,0.484,8,1
1989,6,24,-0.157,-0.105,0.189,1,1
1989,6,25,0.288,-0.033,0.29,4,3
1989,6,26,0.645,-0.248,0.691,4,3
1989,6,27,0.566,-0.354,0.668,4,3
1989,6,28,0.647,-0.788,1.02,3,2
1989,6,29,0.923,-0.712,1.166,4,3
1989,6,30,1.209,-0.218,1.228,4,3
1989,7,1,1.304,0.01,1.304,5,3
1989,7,2,1.375,-0.12,1.38,4,3
1989,7,3,1.611,-0.459,1.676,4,3
1989,7,4,1.803,-0.726,1.943,4,3
1989,7,5,1.823,-1.19,2.177,4,3
1989,7,6,1.975,-0.866,2.157,4,3
1989,7,7,1.923,-0.177,1.931,4,3
1989,7,8,2.039,0.336,2.067,5,3
1989,7,9,1.795,0.687,1.922,5,3
1989,7,10,1.913,0.197,1.923,5,3
1989,7,11,2.136,0.194,2.145,5,3
1989,7,12,1.553,-0.183,1.564,4,3
1989,7,13,0.997,0.141,1.007,5,3
1989,7,14,0.605,-0.141,0.621,4,3
1989,7,15,-0.004,0.267,0.267,7,4
1989,7,16,-0.234,0.501,0.553,7,4
1989,7,17,-0.207,0.55,0.588,7,4
1989,7,18,0.034,0.471,0.472,6,4
1989,7,19,-0.182,0.882,0.901,7,4
1989,7,20,-0.636,0.656,0.914,7,4
1989,7,21,-0.649,0.483,0.809,8,1
1989,7,22,-0.336,-0.006,0.336,1,1
1989,7,23,-0.691,-0.458,0.829,1,1
1989,7,24,-1.095,-1.589,1.929,2,2
1989,7,25,-1.235,-2.751,3.016,2,2
1989,7,26,-1.319,-3.016,3.292,2,2
1989,7,27,-2.126,-3.311,3.934,2,2
1989,7,28,-2.605,-3.615,4.456,2,2
1989,7,29,-2.686,-3.481,4.397,2,2
1989,7,30,-2.795,-3.11,4.181,2,2
1989,7,31,-2.486,-3.111,3.983,2,2
1989,8,1,-2.068,-3.324,3.915,2,2
1989,8,2,-1.898,-3.198,3.719,2,2
1989,8,3,-1.769,-2.883,3.383,2,2
1989,8,4,-1.318,-1.877,2.293,2,2
1989,8,5,-0.494,-0.943,1.064,2,2
1989,8,6,-0.282,-0.107,0.301,1,1
1989,8,7,0.165,0.129,0.21,5,3
1989,8,8,0.442,0.358,0.569,5,3
1989,8,9,0.494,-0.123,0.509,4,3
1989,8,10,0.724,-0.383,0.819,4,3
1989,8,11,0.681,-0.706,0.98,3,2
1989,8,12,0.375,-0.903,0.977,3,2
1989,8,13,0.148,-0.75,0.765,3,2
1989,8,14,0.213,-0.356,0.415,3,2
1989,8,15,-0.269,-0.078,0.28,1,1
1989,8,16,-0.544,0.231,0.591,8,1
1989,8,17,-0.855,0.195,0.877,8,1
1989,8,18,-0.808,0.264,0.85,8,1
1989,8,19,-0.576,0.012,0.576,8,1
1989,8,20,-0.392,0.07,0.398,8,1
1989,8,21,-0.294,-0.053,0.298,1,1
1989,8,22,-0.193,-0.03,0.195,1,1
1989,8,23,-0.234,-0.372,0.44,2,2
1989,8,24,0.127,-0.201,0.237,3,2
1989,8,25,0.216,-0.334,0.398,3,2
1989,8,26,0.657,0.391,0.764,5,3
1989,8,27,0.912,0.6,1.092,5,3
1989,8,28,1.174,0.885,1.471,5,3
1989,8,29,1.242,0.907,1.538,5,3
1989,8,30,1.19,0.819,1.444,5,3
1989,8,31,0.978,-0.107,0.983,4,3
1989,9,1,0.905,-0.857,1.247,4,3
1989,9,2,0.278,-1.228,1.259,3,2
1989,9,3,-0.593,-1.151,1.295,2,2
1989,9,4,-1.132,-0.598,1.28,1,1
1989,9,5,-1.34,-0.113,1.344,1,1
1989,9,6,-1.778,-0.416,1.827,1,1
1989,9,7,-1.714,-1.1,2.037,1,1
1989,9,8,-1.784,-1.39,2.262,1,1
1989,9,9,-1.821,-1.342,2.262,1,1
1989,9,10,-1.682,-0.437,1.738,1,1
1989,9,11,-0.941,0.12,0.948,8,1
1989,9,12,-0.437,0.474,0.645,7,4
1989,9,13,-0.024,0.474,0.475,7,4
1989,9,14,0.534,-0.046,0.536,4,3
1989,9,15,0.959,-0.371,1.028,4,3
1989,9,16,1.238,-0.837,1.494,4,3
1989,9,17,1.634,-0.527,1.717,4,3
1989,9,18,2.007,-0.089,2.009,4,3
1989,9,19,1.963,0.232,1.977,5,3
1989,9,20,1.81,0.056,1.811,5,3
1989,9,21,1.794,0.118,1.798,5,3
1989,9,22,1.59,0.455,1.654,5,3
1989,9,23,1.059,0.265,1.091,5,3
1989,9,24,0.979,0.655,1.178,5,3
1989,9,25,0.568,0.825,1.002,6,4
1989,9,26,0.475,1.196,1.287,6,4
1989,9,27,0.297,1.269,1.303,6,4
1989,9,28,-0.097,0.349,0.362,7,4
1989,9,29,-0.6,0.028,0.601,8,1
1989,9,30,-1.007,0.242,1.036,8,1
1989,10,1,-1.096,0.147,1.105,8,1
1989,10,2,-1.02,0.074,1.022,8,1
1989,10,3,-0.677,-0.104,0.685,1,1
1989,10,4,-0.661,0.302,0.727,8,1
1989,10,5,-0.646,0.256,0.695,8,1
1989,10,6,-0.186,0.138,0.232,8,1
1989,10,7,0.301,0.803,0.858,6,4
1989,10,8,0.618,0.796,1.007,6,4
1989,10,9,0.432,0.818,0.925,6,4
1989,10,10,0.342,0.874,0.939,6,4
1989,10,11,0.503,1.265,1.362,6,4
1989,10,12,0.315,0.765,0.827,6,4
1989,10,13,0.488,0.399,0.631,5,3
1989,10,14,0.418,0.074,0.424,5,3
1989,10,15,0.205,0.272,0.341,6,4
1989,10,16,0.071,0.191,0.203,6,4
1989,10,17,-0.199,-0.137,0.242,1,1
1989,10,18,-0.233,0.459,0.515,7,4
1989,10,19,0.002,0.821,0.821,6,4
1989,10,20,0.114,0.987,0.994,6,4
1989,10,21,0.397,0.724,0.826,6,4
1989,10,22,0.171,0.531,0.558,6,4
1989,10,23,0.054,-0.089,0.104,3,2
1989,10,24,-0.156,-0.24,0.286,2,2
1989,10,25,-0.694,-0.691,0.979,1,1
1989,10,26,-0.978,-1.272,1.605,2,2
1989,10,27,-0.565,-0.757,0.944,2,2
1989,10,28,-0.051,-0.277,0.282,2,2
1989,10,29,0.27,-0.064,0.278,4,3
1989,10,30,0.426,-0.08,0.433,4,3
1989,10,31,0.624,0.011,0.624,5,3
1989,11,1,0.413,-0.494,0.644,3,2
1989,11,2,0.214,-0.791,0.819,3,2
1989,11,3,0.218,-0.553,0.594,3,2
1989,11,4,0.124,-0.246,0.276,3,2
1989,11,5,0.572,-0.181,0.601,4,3
1989,11,6,0.876,-0.14,0.887,4,3
1989,11,7,0.839,-0.318,0.897,4,3
1989,11,8,0.643,-0.477,0.8,4,3
1989,11,9,0.411,-0.316,0.518,4,3
1989,11,10,0.482,0.01,0.482,5,3
1989,11,11,0.304,-0.159,0.343,4,3
1989,11,12,0.15,-0.212,0.26,3,2
1989,11,13,-0.057,0.044,0.072,8,1
1989,11,14,-0.301,-0.23,0.378,1,1
1989,11,15,-0.416,-0.387,0.569,1,1
1989,11,16,-0.588,-0.151,0.607,1,1
1989,11,17,-0.617,0.751,0.972,7,4
1989,11,18,-0.282,1.229,1.261,7,4
1989,11,19,-0.184,1.129,1.144,7,4
1989,11,20,-0.461,0.904,1.015,7,4
1989,11,21,-0.65,0.742,0.986,7,4
1989,11,22,-0.591,0.305,0.665,8,1
1989,11,23,-0.333,0.15,0.366,8,1
1989,11,24,-0.413,-0.077,0.42,1,1
1989,11,25,-0.422,-0.301,0.518,1,1
1989,11,26,-0.576,-0.549,0.796,1,1
1989,11,27,-0.445,-0.213,0.493,1,1
1989,11,28,-0.233,0.14,0.271,8,1
1989,11,29,-0.326,0.232,0.4,8,1
1989,11,30,-0.573,0.049,0.576,8,1
1989,12,1,-0.717,-0.103,0.724,1,1
1989,12,2,-1.189,-0.566,1.317,1,1
1989,12,3,-1.408,-0.925,1.685,1,1
1989,12,4,-1.241,-0.782,1.467,1,1
1989,12,5,-1.229,-0.533,1.34,1,1
1989,12,6,-1.116,-0.094,1.12,1,1
1989,12,7,-0.748,0.523,0.913,8,1
1989,12,8,-0.617,0.383,0.726,8,1
1989,12,9,-0.721,0.056,0.724,8,1
1989,12,10,-0.651,0.138,0.666,8,1
1989,12,11,-0.381,-0.325,0.501,1,1
1989,12,12,-0.164,-0.486,0.513,2,2
1989,12,13,0.066,-0.358,0.364,3,2
1989,12,14,-0.091,-0.341,0.353,2,2
1989,12,15,0.01,0.015,0.019,6,4
1989,12,16,-0.02,-0.091,0.093,2,2
1989,12,17,-0.146,0.086,0.169,8,1
1989,12,18,-0.193,0.011,0.193,8,1
1989,12,19,-0.057,0.3,0.306,7,4
1989,12,20,-0.247,0.068,0.256,8,1
1989,12,21,-0.639,-0.491,0.806,1,1
1989,12,22,-0.661,-0.852,1.078,2,2
1989,12,23,-0.327,-1.017,1.069,2,2
1989,12,24,-0.363,-1.356,1.404,2,2
1989,12,25,-0.539,-1.378,1.48,2,2
1989,12,26,-0.419,-1.331,1.396,2,2
1989,12,27,0.031,-0.834,0.835,3,2
1989,12,28,0.107,-0.671,0.68,3,2
1989,12,29,0.171,-0.38,0.416,3,2
1989,12,30,-0.01,-0.378,0.378,2,2
1990,1,1,-0.126,-0.179,0.219,2,2
1990,1,2,0.02,-0.486,0.486,3,2
1990,1,3,0.515,-0.829,0.976,3,2
1990,1,4,0.787,-0.194,0.811,4,3
1990,1,5,0.911,0.1,0.916,5,3
1990,1,6,1.253,0.254,1.279,5,3
1990,1,7,1.176,0.449,1.259,5,3
1990,1,8,0.771,0.389,0.863,5,3
1990,1,9,0.553,0.777,0.953,6,4
1990,1,10,0.692,1.031,1.241,6,4
1990,1,11,0.738,0.697,1.015,5,3
1990,1,12,0.525,0.651,0.836,6,4
1990,1,13,0.475,0.721,0.863,6,4
1990,1,14,0.335,0.178,0.379,5,3
1990,1,15,0.184,-0.444,0.481,3,2
1990,1,16,-0.333,-1.173,1.219,2,2
1990,1,17,-0.023,-0.149,0.151,2,2
1990,1,18,0.17,0.952,0.967,6,4
1990,1,19,0.051,0.818,0.819,6,4
1990,1,20,-0.009,0.819,0.819,7,4
1990,1,21,0.296,0.574,0.645,6,4
1990,1,22,0.543,0.382,0.664,5,3
1990,1,23,0.221,0.127,0.255,5,3
1990,1,24,0.212,0.828,0.854,6,4
1990,1,25,0.259,1.424,1.448,6,4
1990,1,26,0.173,1.248,1.26,6,4
1990,1,27,0.021,1.184,1.184,6,4
1990,1,28,0.141,0.943,0.954,6,4
1990,1,29,0.154,0.503,0.526,6,4
1990,1,30,-0.114,-0.25,0.275,2,2
1990,1,31,-0.062,-0.823,0.825,2,2
1990,2,1,0.295,-0.633,0.699,3,2
1990,2,2,0.095,-0.927,0.932,3,2
1990,2,3,0.076,-0.744,0.748,3,2
1990,2,4,0.015,-0.722,0.722,3,2
1990,2,5,-0.055,-0.627,0.63,2,2
1990,2,6,0.404,-0.938,1.021,3,2
1990,2,7,0.45,-0.889,0.997,3,2
1990,2,8,0.301,-0.632,0.701,3,2
1990,2,9,0.393,-0.881,0.964,3,2
1990,2,10,0.541,-0.681,0.87,3,2
1990,2,11,0.472,-0.232,0.526,4,3
1990,2,12,0.331,0.034,0.333,5,3
1990,2,13,-0.236,-0.469,0.525,2,2
1990,2,14,-0.575,-0.999,1.153,2,2
1990,2,15,-0.661,-0.862,1.087,2,2
1990,2,16,-0.72,-0.643,0.966,1,1
1990,2,17,-0.674,-0.209,0.706,1,1
1990,2,18,-0.751,0.122,0.761,8,1
1990,2,19,-0.813,-0.085,0.818,1,1
1990,2,20,-0.67,0.289,0.73,8,1
1990,2,21,-0.61,0.1,0.618,8,1
1990,2,22,-0.868,-0.092,0.872,1,1
1990,2,23,-0.632,-0.299,0.699,1,1
1990,2,24,-0.165,-0.15,0.223,1,1
1990,2,25,-0.006,0.015,0.016,7,4
1990,2,26,0.213,0.181,0.279,5,3
1990,2,27,0.256,0.293,0.389,6,4
1990,2,28,0.108,-0.251,0.274,3,2
1990,2,29,-0.172,-0.657,0.679,2,2
1990,3,1,-0.039,-0.481,0.483,2,2
1990,3,2,-0.111,-0.468,0.481,2,2
1990,3,3,-0.066,0.055,0.086,8,1
1990,3,4,0.068,0.339,0.345,6,4
1990,3,5,-0.047,0.642,0.644,7,4
1990,3,6,-0.088,1.108,1.112,7,4
1990,3,7,0.057,1.913,1.914,6,4
1990,3,8,0.466,2.129,2.179,6,4
1990,3,9,0.239,1.76,1.776,6,4
1990,3,10,-0.024,1.685,1.686,7,4
1990,3,11,0.023,1.395,1.396,6,4
1990,3,12,-0.003,1.382,1.382,7,4
1990,3,13,-0.017,1.612,1.612,7,4
1990,3,14,0.307,1.511,1.542,6,4
1990,3,15,0.286,0.481,0.56,6,4
1990,3,16,0.194,0.377,0.424,6,4
1990,3,17,0.125,0.265,0.293,6,4
1990,3,18,-0.063,0.216,0.225,7,4
1990,3,19,-0.221,0.124,0.253,8,1
1990,3,20,-0.358,-0.064,0.364,1,1
1990,3,21,-0.397,0.053,0.4,8,1
1990,3,22,-0.24,0.395,0.462,7,4
1990,3,23,-0.186,0.392,0.434,7,4
1990,3,24,-0.731,-0.364,0.817,1,1
1990,3,25,-0.852,-0.609,1.048,1,1
1990,3,26,-0.374,-0.096,0.386,1,1
1990,3,27,0.108,-0.096,0.144,4,3
1990,3,28,0.134,-0.136,0.191,3,2
1990,3,29,-0.068,-0.568,0.572,2,2
1990,3,30,0.11,-0.554,0.565,3,2
1990,3,31,0.058,-0.419,0.423,3,2
1990,4,1,0.054,-0.475,0.478,3,2
1990,4,2,0.09,-0.84,0.845,3,2
1990,4,3,0.627,-0.296,0.694,4,3
1990,4,4,1.406,0.156,1.414,5,3
1990,4,5,1.351,0.298,1.383,5,3
1990,4,6,1.178,0.34,1.226,5,3
1990,4,7,0.884,0.593,1.065,5,3
1990,4,8,1.073,0.473,1.173,5,3
1990,4,9,0.785,-0.335,0.854,4,3
1990,4,10,0.428,-0.896,0.993,3,2
1990,4,11,0.643,-0.209,0.676,4,3
1990,4,12,0.753,0.316,0.816,5,3
1990,4,13,0.562,0.287,0.631,5,3
1990,4,14,-0.086,0.006,0.086,8,1
1990,4,15,-0.54,-0.2,0.576,1,1
1990,4,16,-0.625,-0.32,0.702,1,1
1990,4,17,-1.123,-0.015,1.123,1,1
1990,4,18,-1.344,-0.07,1.346,1,1
1990,4,19,-1.242,-0.205,1.258,1,1
1990,4,20,-1.236,-0.159,1.246,1,1
1990,4,21,-0.801,-0.49,0.939,1,1
1990,4,22,-0.45,0.133,0.47,8,1
1990,4,23,-0.199,0.345,0.398,7,4
1990,4,24,0.0,0.256,0.256,7,4
1990,4,25,-0.021,-0.286,0.287,2,2
1990,4,26,0.4,-0.395,0.562,4,3
1990,4,27,0.558,-0.388,0.679,4,3
1990,4,28,0.506,-0.341,0.61,4,3
1990,4,29,0.44,-0.545,0.701,3,2
1990,4,30,0.149,-0.718,0.733,3,2
1990,5,1,-0.083,-0.874,0.878,2,2
1990,5,2,0.05,-0.546,0.548,3,2
1990,5,3,0.282,0.028,0.284,5,3
1990,5,4,0.598,0.312,0.675,5,3
1990,5,5,0.809,0.201,0.834,5,3
1990,5,6,0.821,0.128,0.83,5,3
1990,5,7,0.879,0.547,1.035,5,3
1990,5,8,1.067,0.851,1.364,5,3
1990,5,9,0.961,0.717,1.199,5,3
1990,5,10,0.651,0.957,1.158,6,4
1990,5,11,0.806,1.41,1.624,6,4
1990,5,12,0.768,1.233,1.453,6,4
1990,5,13,0.733,1.849,1.989,6,4
1990,5,14,0.645,1.896,2.003,6,4
1990,5,15,0.158,1.643,1.651,6,4
1990,5,16,-0.045,1.648,1.649,7,4
1990,5,17,0.089,1.366,1.369,6,4
1990,5,18,-0.004,1.499,1.499,7,4
1990,5,19,-0.097,1.811,1.813,7,4
1990,5,20,-0.078,1.804,1.805,7,4
1990,5,21,-0.122,1.534,1.538,7,4
1990,5,22,0.018,0.922,0.922,6,4
1990,5,23,-0.04,0.385,0.387,7,4
1990,5,24,-0.584,0.012,0.584,8,1
1990,5,25,-1.192,-0.32,1.234,1,1
1990,5,26,-1.339,-0.647,1.487,1,1
1990,5,27,-1.703,-0.461,1.764,1,1
1990,5,28,-1.646,-0.967,1.909,1,1
1990,5,29,-1.183,-0.601,1.327,1,1
1990,5,30,-1.093,0.201,1.111,8,1
1990,5,31,-0.577,0.566,0.809,8,1
