year,month,day,pc1,pc2,amp,8_phases,4_phases
1981,1,1,0.437,-0.02,0.437,4,3
1981,1,2,0.523,0.295,0.6,5,3
1981,1,3,0.07,0.494,0.499,6,4
1981,1,4,-0.267,0.195,0.33,8,1
1981,1,5,-0.24,0.559,0.609,7,4
1981,1,6,-0.241,0.833,0.867,7,4
1981,1,7,-0.323,0.794,0.857,7,4
1981,1,8,-0.078,0.779,0.783,7,4
1981,1,9,-0.211,1.069,1.089,7,4
1981,1,10,0.064,1.04,1.042,6,4
1981,1,11,0.063,0.627,0.63,6,4
1981,1,12,0.09,0.733,0.739,6,4
1981,1,13,0.005,0.797,0.797,6,4
1981,1,14,-0.067,0.672,0.676,7,4
1981,1,15,-0.503,0.817,0.96,7,4
1981,1,16,-0.884,0.56,1.047,8,1
1981,1,17,-1.118,0.514,1.231,8,1
1981,1,18,-1.125,0.649,1.299,8,1
1981,1,19,-0.896,0.703,1.139,8,1
1981,1,20,-0.932,0.665,1.145,8,1
1981,1,21,-1.162,0.822,1.423,8,1
1981,1,22,-1.129,0.635,1.296,8,1
1981,1,23,-0.606,0.879,1.068,7,4
1981,1,24,-0.293,1.351,1.383,7,4
1981,1,25,-0.108,1.268,1.273,7,4
1981,1,26,0.248,0.569,0.621,6,4
1981,1,27,0.275,-0.245,0.368,4,3
1981,1,28,0.35,-0.226,0.416,4,3
1981,1,29,0.398,-0.117,0.414,4,3
1981,1,30,0.593,-0.152,0.612,4,3
1981,1,31,0.967,-0.241,0.996,4,3
1981,2,1,0.501,-0.103,0.511,4,3
1981,2,2,-0.034,-0.53,0.531,2,2
1981,2,3,0.025,-0.487,0.488,3,2
1981,2,4,0.297,-0.433,0.525,3,2
1981,2,5,0.293,-0.401,0.497,3,2
1981,2,6,0.219,-0.053,0.226,4,3
1981,2,7,0.269,-0.37,0.457,3,2
1981,2,8,0.429,-0.015,0.429,4,3
1981,2,9,0.332,0.046,0.335,5,3
1981,2,10,0.504,0.233,0.555,5,3
1981,2,11,0.153,0.631,0.649,6,4
1981,2,12,-0.049,0.856,0.857,7,4
1981,2,13,-0.1,0.696,0.703,7,4
1981,2,14,-0.377,0.606,0.714,7,4
1981,2,15,-0.591,0.105,0.6,8,1
1981,2,16,-0.741,0.17,0.76,8,1
1981,2,17,-0.651,-0.824,1.05,2,2
1981,2,18,-0.413,-1.177,1.248,2,2
1981,2,19,0.248,-1.045,1.074,3,2
1981,2,20,0.232,-1.135,1.159,3,2
1981,2,21,0.439,-0.811,0.922,3,2
1981,2,22,0.453,-0.569,0.727,3,2
1981,2,23,0.488,-0.635,0.801,3,2
1981,2,24,0.313,-0.529,0.615,3,2
1981,2,25,0.207,-0.223,0.304,3,2
1981,2,26,0.269,-0.168,0.317,4,3
1981,2,27,0.165,-0.632,0.653,3,2
1981,2,28,0.19,-0.286,0.343,3,2
1981,3,1,0.351,-0.206,0.407,4,3
1981,3,2,0.089,-0.813,0.818,3,2
1981,3,3,0.133,-0.811,0.822,3,2
1981,3,4,0.48,-0.667,0.822,3,2
1981,3,5,0.364,-0.389,0.533,3,2
1981,3,6,0.236,-0.122,0.266,4,3
1981,3,7,0.004,-0.12,0.12,3,2
1981,3,8,0.103,-0.102,0.145,4,3
1981,3,9,-0.005,-0.387,0.387,2,2
1981,3,10,-0.103,-0.456,0.468,2,2
1981,3,11,0.011,-0.649,0.649,3,2
1981,3,12,-0.127,-0.4,0.419,2,2
1981,3,13,-0.21,-0.313,0.377,2,2
1981,3,14,-0.118,-0.325,0.346,2,2
1981,3,15,0.142,-0.375,0.401,3,2
1981,3,16,0.058,-1.097,1.099,3,2
1981,3,17,-0.274,-1.385,1.412,2,2
1981,3,18,-0.155,-1.449,1.457,2,2
1981,3,19,-0.16,-0.839,0.854,2,2
1981,3,20,0.099,-0.481,0.491,3,2
1981,3,21,0.169,-0.694,0.714,3,2
1981,3,22,-0.006,-0.698,0.698,2,2
1981,3,23,-0.051,-0.636,0.638,2,2
1981,3,24,0.351,-0.442,0.564,3,2
1981,3,25,0.735,-0.187,0.758,4,3
1981,3,26,0.865,0.203,0.889,5,3
1981,3,27,0.969,0.1,0.975,5,3
1981,3,28,1.046,-0.289,1.085,4,3
1981,3,29,1.162,-0.012,1.162,4,3
1981,3,30,1.046,-0.064,1.048,4,3
1981,3,31,1.116,0.027,1.116,5,3
1981,4,1,1.341,0.316,1.378,5,3
1981,4,2,1.282,0.367,1.333,5,3
1981,4,3,1.56,0.239,1.578,5,3
1981,4,4,1.589,0.346,1.626,5,3
1981,4,5,1.482,0.236,1.501,5,3
1981,4,6,1.369,0.158,1.378,5,3
1981,4,7,1.193,0.029,1.193,5,3
1981,4,8,1.283,-0.271,1.312,4,3
1981,4,9,1.093,-0.286,1.13,4,3
1981,4,10,1.077,0.19,1.094,5,3
1981,4,11,0.795,0.573,0.98,5,3
1981,4,12,0.499,0.439,0.665,5,3
1981,4,13,0.322,0.867,0.925,6,4
1981,4,14,0.17,1.112,1.125,6,4
1981,4,15,0.128,1.198,1.205,6,4
1981,4,16,-0.545,0.871,1.028,7,4
1981,4,17,-0.997,0.576,1.152,8,1
1981,4,18,-1.033,-0.333,1.085,1,1
1981,4,19,-1.415,-0.71,1.583,1,1
1981,4,20,-1.308,-0.17,1.319,1,1
1981,4,21,-1.126,-0.02,1.126,1,1
1981,4,22,-0.617,-0.201,0.649,1,1
1981,4,23,-0.08,-0.524,0.53,2,2
1981,4,24,0.283,-0.525,0.597,3,2
1981,4,25,0.43,-0.615,0.75,3,2
1981,4,26,0.407,-0.413,0.58,3,2
1981,4,27,0.264,-0.819,0.861,3,2
1981,4,28,0.29,-1.058,1.097,3,2
1981,4,29,0.492,-0.752,0.899,3,2
1981,4,30,0.977,-0.263,1.012,4,3
1981,5,1,0.979,-0.503,1.101,4,3
1981,5,2,0.761,-0.617,0.98,4,3
1981,5,3,0.241,-0.243,0.342,3,2
1981,5,4,0.333,-0.195,0.386,4,3
1981,5,5,0.466,-0.394,0.61,4,3
1981,5,6,0.476,-0.6,0.766,3,2
1981,5,7,0.561,-0.155,0.582,4,3
1981,5,8,0.61,-0.302,0.681,4,3
1981,5,9,0.513,-0.229,0.561,4,3
1981,5,10,0.385,-0.612,0.723,3,2
1981,5,11,0.161,-0.881,0.896,3,2
1981,5,12,-0.08,-1.09,1.093,2,2
1981,5,13,0.113,-1.456,1.46,3,2
1981,5,14,-0.034,-1.466,1.467,2,2
1981,5,15,-0.195,-1.334,1.348,2,2
1981,5,16,-0.138,-0.94,0.95,2,2
1981,5,17,0.273,-0.38,0.468,3,2
1981,5,18,0.428,0.079,0.435,5,3
1981,5,19,0.327,0.668,0.744,6,4
1981,5,20,0.267,0.852,0.893,6,4
1981,5,21,0.281,0.743,0.794,6,4
1981,5,22,-0.16,0.5,0.525,7,4
1981,5,23,-0.37,0.167,0.406,8,1
1981,5,24,0.35,0.168,0.389,5,3
1981,5,25,1.004,0.473,1.11,5,3
1981,5,26,0.834,-0.024,0.835,4,3
1981,5,27,0.562,-0.9,1.061,3,2
1981,5,28,0.612,-0.965,1.143,3,2
1981,5,29,0.824,-0.435,0.932,4,3
1981,5,30,0.287,-0.072,0.296,4,3
1981,5,31,0.062,-0.012,0.063,4,3
1981,6,1,-0.347,0.226,0.414,8,1
1981,6,2,-1.176,0.363,1.23,8,1
1981,6,3,-1.384,0.252,1.407,8,1
1981,6,4,-1.689,-0.052,1.689,1,1
1981,6,5,-1.907,-0.206,1.918,1,1
1981,6,6,-2.299,-0.352,2.326,1,1
1981,6,7,-2.458,-0.166,2.464,1,1
1981,6,8,-2.283,0.153,2.289,8,1
1981,6,9,-2.225,-0.09,2.227,1,1
1981,6,10,-2.115,0.163,2.121,8,1
1981,6,11,-1.984,0.437,2.031,8,1
1981,6,12,-1.86,0.707,1.99,8,1
1981,6,13,-1.498,1.053,1.831,8,1
1981,6,14,-1.077,1.26,1.658,7,4
1981,6,15,-0.935,1.025,1.388,7,4
1981,6,16,-0.945,1.067,1.426,7,4
1981,6,17,-0.748,1.524,1.698,7,4
1981,6,18,-0.697,1.459,1.617,7,4
1981,6,19,-0.841,1.163,1.435,7,4
1981,6,20,-0.853,1.017,1.327,7,4
1981,6,21,-0.161,0.495,0.52,7,4
1981,6,22,0.458,0.6,0.755,6,4
1981,6,23,1.152,0.954,1.496,5,3
1981,6,24,1.3,0.948,1.609,5,3
1981,6,25,1.465,0.981,1.763,5,3
1981,6,26,1.133,0.922,1.461,5,3
1981,6,27,0.864,0.635,1.073,5,3
1981,6,28,0.487,0.373,0.613,5,3
1981,6,29,0.004,0.344,0.344,6,4
1981,6,30,-0.439,0.614,0.755,7,4
1981,7,1,-0.526,0.661,0.845,7,4
1981,7,2,-0.551,1.045,1.181,7,4
1981,7,3,-0.72,0.884,1.14,7,4
1981,7,4,-0.89,0.936,1.292,7,4
1981,7,5,-0.683,1.175,1.359,7,4
1981,7,6,-0.413,1.087,1.162,7,4
1981,7,7,-0.278,0.979,1.018,7,4
1981,7,8,-0.343,1.089,1.142,7,4
1981,7,9,-0.425,0.662,0.787,7,4
1981,7,10,-0.028,0.108,0.112,7,4
1981,7,11,0.152,-0.1,0.182,4,3
1981,7,12,0.216,-0.004,0.216,4,3
1981,7,13,0.145,-0.097,0.174,4,3
1981,7,14,-0.129,-0.525,0.541,2,2
1981,7,15,0.324,-1.25,1.292,3,2
1981,7,16,0.015,-1.464,1.464,3,2
1981,7,17,-0.082,-1.313,1.316,2,2
1981,7,18,-0.147,-1.447,1.454,2,2
1981,7,19,0.021,-1.669,1.669,3,2
1981,7,20,0.41,-1.486,1.541,3,2
1981,7,21,0.838,-1.382,1.616,3,2
1981,7,22,1.339,-1.149,1.764,4,3
1981,7,23,1.637,-0.836,1.838,4,3
1981,7,24,1.62,-0.729,1.777,4,3
1981,7,25,1.534,-0.971,1.816,4,3
1981,7,26,1.354,-0.903,1.628,4,3
1981,7,27,0.805,-0.868,1.184,3,2
1981,7,28,0.656,-1.239,1.402,3,2
1981,7,29,0.363,-1.467,1.511,3,2
1981,7,30,-0.29,-0.965,1.008,2,2
1981,7,31,-0.915,-0.352,0.98,1,1
1981,8,1,-1.333,-0.003,1.333,1,1
1981,8,2,-2.018,-0.621,2.112,1,1
1981,8,3,-1.89,-0.796,2.051,1,1
1981,8,4,-1.743,-0.281,1.766,1,1
1981,8,5,-1.331,1.068,1.706,8,1
1981,8,6,-0.877,1.205,1.49,7,4
1981,8,7,-0.944,1.016,1.387,7,4
1981,8,8,-0.93,0.995,1.362,7,4
1981,8,9,-1.223,0.403,1.287,8,1
1981,8,10,-0.99,-0.085,0.994,1,1
1981,8,11,-1.092,-0.249,1.12,1,1
1981,8,12,-1.449,0.234,1.468,8,1
1981,8,13,-1.38,0.292,1.411,8,1
1981,8,14,-1.487,-0.1,1.491,1,1
1981,8,15,-1.453,-0.623,1.58,1,1
1981,8,16,-1.659,-1.09,1.985,1,1
1981,8,17,-1.49,-1.52,2.128,2,2
1981,8,18,-1.261,-1.497,1.957,2,2
1981,8,19,-0.773,-1.151,1.386,2,2
1981,8,20,-0.517,-1.176,1.285,2,2
1981,8,21,-0.309,-1.442,1.475,2,2
1981,8,22,0.044,-1.638,1.639,3,2
1981,8,23,0.387,-1.673,1.717,3,2
1981,8,24,0.339,-1.059,1.112,3,2
1981,8,25,0.585,-0.656,0.878,3,2
1981,8,26,0.379,-0.228,0.442,4,3
1981,8,27,0.157,-0.1,0.186,4,3
1981,8,28,-0.006,-0.154,0.154,2,2
1981,8,29,0.198,-0.48,0.519,3,2
1981,8,30,0.634,-0.453,0.779,4,3
1981,8,31,1.421,-0.586,1.537,4,3
1981,9,1,1.855,-0.471,1.914,4,3
1981,9,2,2.064,-0.473,2.118,4,3
1981,9,3,2.011,-0.487,2.069,4,3
1981,9,4,2.026,-0.196,2.035,4,3
1981,9,5,2.188,-0.274,2.206,4,3
1981,9,6,1.77,-0.258,1.789,4,3
1981,9,7,2.164,-0.008,2.164,4,3
1981,9,8,2.444,0.094,2.446,5,3
1981,9,9,2.668,0.336,2.689,5,3
1981,9,10,2.693,0.299,2.709,5,3
1981,9,11,2.811,0.063,2.811,5,3
1981,9,12,2.634,0.364,2.659,5,3
1981,9,13,2.429,0.538,2.488,5,3
1981,9,14,2.065,0.67,2.171,5,3
1981,9,15,1.726,0.683,1.856,5,3
1981,9,16,1.286,1.017,1.639,5,3
1981,9,17,0.531,1.222,1.333,6,4
1981,9,18,-0.048,1.11,1.111,7,4
1981,9,19,-0.081,1.309,1.312,7,4
1981,9,20,-0.234,1.451,1.47,7,4
1981,9,21,-0.509,1.589,1.668,7,4
1981,9,22,-0.358,1.526,1.568,7,4
1981,9,23,-0.251,1.826,1.843,7,4
1981,9,24,0.053,1.909,1.91,6,4
1981,9,25,0.279,2.195,2.213,6,4
1981,9,26,0.02,1.441,1.441,6,4
1981,9,27,-0.455,1.159,1.245,7,4
1981,9,28,-1.003,0.562,1.15,8,1
1981,9,29,-1.113,-0.495,1.218,1,1
1981,9,30,-1.009,-1.009,1.428,2,2
1981,10,1,-0.851,-0.561,1.019,1,1
1981,10,2,-0.615,0.24,0.66,8,1
1981,10,3,-0.465,0.447,0.645,8,1
1981,10,4,-0.236,0.673,0.713,7,4
1981,10,5,0.142,0.872,0.884,6,4
1981,10,6,0.502,0.496,0.706,5,3
1981,10,7,0.741,0.53,0.911,5,3
1981,10,8,0.539,0.612,0.816,6,4
1981,10,9,0.566,1.366,1.479,6,4
1981,10,10,0.484,0.992,1.104,6,4
1981,10,11,0.422,1.207,1.279,6,4
1981,10,12,0.366,0.887,0.959,6,4
1981,10,13,0.211,0.561,0.599,6,4
1981,10,14,0.093,0.79,0.795,6,4
1981,10,15,-0.035,0.662,0.663,7,4
1981,10,16,-0.413,0.107,0.427,8,1
1981,10,17,-0.973,-0.841,1.286,1,1
1981,10,18,-1.16,-1.522,1.914,2,2
1981,10,19,-0.919,-1.943,2.15,2,2
1981,10,20,-0.605,-2.014,2.103,2,2
1981,10,21,-0.149,-2.398,2.403,2,2
1981,10,22,0.835,-1.317,1.559,3,2
1981,10,23,1.5,0.12,1.505,5,3
1981,10,24,1.756,0.057,1.757,5,3
1981,10,25,1.336,0.317,1.373,5,3
1981,10,26,1.081,0.224,1.104,5,3
1981,10,27,0.874,0.189,0.895,5,3
1981,10,28,0.875,0.033,0.876,5,3
1981,10,29,0.869,0.154,0.883,5,3
1981,10,30,0.405,0.75,0.852,6,4
1981,10,31,0.413,1.003,1.084,6,4
1981,11,1,0.702,0.835,1.091,6,4
1981,11,2,0.534,0.819,0.977,6,4
1981,11,3,0.456,1.262,1.342,6,4
1981,11,4,0.26,1.429,1.452,6,4
1981,11,5,0.181,1.018,1.034,6,4
1981,11,6,0.086,0.979,0.983,6,4
1981,11,7,-0.055,1.046,1.047,7,4
1981,11,8,-0.323,1.101,1.148,7,4
1981,11,9,-0.359,0.903,0.972,7,4
1981,11,10,-0.244,0.517,0.572,7,4
1981,11,11,-0.227,0.706,0.742,7,4
1981,11,12,0.003,0.453,0.453,6,4
1981,11,13,-0.024,0.243,0.244,7,4
1981,11,14,-0.066,0.189,0.2,7,4
1981,11,15,-0.028,0.22,0.221,7,4
1981,11,16,-0.072,0.748,0.751,7,4
1981,11,17,-0.397,0.767,0.864,7,4
1981,11,18,-0.631,0.508,0.81,8,1
1981,11,19,-0.576,-0.02,0.577,1,1
1981,11,20,-0.694,0.179,0.717,8,1
1981,11,21,-0.631,0.003,0.631,8,1
1981,11,22,-0.912,0.117,0.92,8,1
1981,11,23,-0.574,0.742,0.938,7,4
1981,11,24,-0.468,0.588,0.752,7,4
1981,11,25,-0.307,0.022,0.308,8,1
1981,11,26,0.237,-0.104,0.259,4,3
1981,11,27,0.389,-0.121,0.407,4,3
1981,11,28,0.514,0.13,0.53,5,3
1981,11,29,0.389,0.623,0.735,6,4
1981,11,30,0.715,0.595,0.93,5,3
1981,12,1,1.079,0.761,1.32,5,3
1981,12,2,0.753,0.851,1.137,6,4
1981,12,3,0.252,0.196,0.319,5,3
1981,12,4,0.126,-0.086,0.153,4,3
1981,12,5,-0.114,0.03,0.118,8,1
1981,12,6,-0.318,0.247,0.403,8,1
1981,12,7,-0.277,0.361,0.455,7,4
1981,12,8,-0.202,0.957,0.979,7,4
1981,12,9,-0.237,0.998,1.026,7,4
1981,12,10,-0.883,0.429,0.982,8,1
1981,12,11,-1.093,0.049,1.094,8,1
1981,12,12,-1.326,-0.081,1.329,1,1
1981,12,13,-1.364,0.329,1.404,8,1
1981,12,14,-1.244,-0.239,1.267,1,1
1981,12,15,-1.106,-0.328,1.153,1,1
1981,12,16,-1.157,-0.499,1.26,1,1
1981,12,17,-1.031,-0.485,1.139,1,1
1981,12,18,-0.842,-0.028,0.842,1,1
1981,12,19,-0.732,0.091,0.738,8,1
1981,12,20,-0.611,0.121,0.623,8,1
1981,12,21,-0.649,-0.439,0.783,1,1
1981,12,22,-0.341,-0.132,0.366,1,1
1981,12,23,-0.578,0.035,0.579,8,1
1981,12,24,-0.842,-0.183,0.862,1,1
1981,12,25,-0.94,-0.422,1.03,1,1
1981,12,26,-0.59,-0.582,0.828,1,1
1981,12,27,-0.475,-1.282,1.367,2,2
1981,12,28,-0.523,-1.475,1.565,2,2
1981,12,29,-0.408,-1.479,1.535,2,2
1981,12,30,-0.167,-1.519,1.528,2,2
1981,12,31,-0.226,-1.199,1.22,2,2
1982,1,1,-0.089,-0.849,0.854,2,2
1982,1,2,-0.196,-0.813,0.836,2,2
1982,1,3,-0.316,-0.966,1.016,2,2
1982,1,4,-0.201,-1.182,1.199,2,2
1982,1,5,-0.091,-0.951,0.956,2,2
1982,1,6,-0.145,-0.732,0.746,2,2
1982,1,7,-0.542,-0.624,0.827,2,2
1982,1,8,-0.378,-0.68,0.778,2,2
1982,1,9,-0.319,-0.464,0.563,2,2
1982,1,10,-0.25,-0.127,0.281,1,1
1982,1,11,-0.372,-0.09,0.383,1,1
1982,1,12,-0.248,0.086,0.262,8,1
1982,1,13,-0.121,0.025,0.123,8,1
1982,1,14,-0.205,-0.302,0.365,2,2
1982,1,15,-0.42,-0.643,0.768,2,2
1982,1,16,-0.2,-0.514,0.551,2,2
1982,1,17,-0.085,-0.366,0.376,2,2
1982,1,18,-0.059,0.015,0.061,8,1
1982,1,19,-0.143,0.153,0.21,7,4
1982,1,20,-0.082,0.303,0.314,7,4
1982,1,21,-0.016,0.381,0.381,7,4
1982,1,22,-0.033,0.044,0.055,7,4
1982,1,23,-0.027,0.035,0.044,7,4
1982,1,24,-0.04,-0.088,0.096,2,2
1982,1,25,-0.134,-0.671,0.685,2,2
1982,1,26,-0.226,-0.418,0.475,2,2
1982,1,27,-0.17,-0.23,0.286,2,2
1982,1,28,-0.147,0.318,0.35,7,4
1982,1,29,-0.353,0.258,0.437,8,1
1982,1,30,-0.297,0.344,0.455,7,4
1982,1,31,-0.073,0.594,0.598,7,4
1982,2,1,0.155,0.516,0.539,6,4
1982,2,2,-0.052,0.444,0.447,7,4
1982,2,3,-0.193,0.699,0.726,7,4
1982,2,4,-0.345,0.492,0.601,7,4
1982,2,5,-0.699,-0.003,0.699,1,1
1982,2,6,-0.781,0.007,0.781,8,1
1982,2,7,-0.661,0.28,0.718,8,1
1982,2,8,-0.727,0.382,0.821,8,1
1982,2,9,-0.33,0.565,0.654,7,4
1982,2,10,-0.195,0.627,0.657,7,4
1982,2,11,-0.277,0.369,0.461,7,4
1982,2,12,-0.537,0.013,0.538,8,1
1982,2,13,-1.008,-0.798,1.285,1,1
1982,2,14,-1.042,-0.871,1.358,1,1
1982,2,15,-0.474,-0.476,0.672,2,2
1982,2,16,-0.052,-0.175,0.183,2,2
1982,2,17,-0.268,-0.437,0.513,2,2
1982,2,18,-0.512,-0.608,0.794,2,2
1982,2,19,-0.432,-0.506,0.665,2,2
1982,2,20,-0.311,-0.505,0.593,2,2
1982,2,21,-0.386,-0.722,0.818,2,2
1982,2,22,-0.514,-1.381,1.474,2,2
1982,2,23,-0.626,-1.329,1.469,2,2
1982,2,24,-0.677,-1.738,1.865,2,2
1982,2,25,-0.18,-1.491,1.502,2,2
1982,2,26,0.253,-0.873,0.909,3,2
1982,2,27,0.212,-0.714,0.745,3,2
1982,2,28,0.058,-0.792,0.794,3,2
1982,3,1,0.216,-0.622,0.659,3,2
1982,3,2,0.141,-0.565,0.582,3,2
1982,3,3,0.09,-0.687,0.693,3,2
1982,3,4,0.521,-0.052,0.523,4,3
1982,3,5,0.477,0.218,0.524,5,3
1982,3,6,-0.007,0.462,0.462,7,4
1982,3,7,-0.461,0.281,0.54,8,1
1982,3,8,-0.194,0.031,0.197,8,1
1982,3,9,0.087,-0.175,0.195,3,2
1982,3,10,0.447,-0.157,0.473,4,3
1982,3,11,0.588,-0.228,0.63,4,3
1982,3,12,0.662,-0.618,0.906,4,3
1982,3,13,0.744,-0.672,1.003,4,3
1982,3,14,0.685,-0.673,0.96,4,3
1982,3,15,0.53,-0.07,0.535,4,3
1982,3,16,0.907,0.689,1.139,5,3
1982,3,17,0.9,0.91,1.28,6,4
1982,3,18,0.814,0.911,1.222,6,4
1982,3,19,0.481,0.681,0.834,6,4
1982,3,20,0.544,0.36,0.652,5,3
1982,3,21,0.372,0.772,0.857,6,4
1982,3,22,0.018,1.275,1.275,6,4
1982,3,23,-0.459,1.487,1.556,7,4
1982,3,24,-0.555,1.456,1.558,7,4
1982,3,25,-0.771,1.165,1.398,7,4
1982,3,26,-0.584,1.041,1.193,7,4
1982,3,27,-0.898,0.533,1.044,8,1
1982,3,28,-1.092,-0.214,1.113,1,1
1982,3,29,-1.307,-0.282,1.337,1,1
1982,3,30,-1.202,0.178,1.215,8,1
1982,3,31,-1.154,0.259,1.183,8,1
1982,4,1,-1.175,0.219,1.196,8,1
1982,4,2,-0.932,0.582,1.099,8,1
1982,4,3,-0.588,0.837,1.022,7,4
1982,4,4,-0.638,0.403,0.754,8,1
1982,4,5,-0.253,-0.163,0.301,1,1
1982,4,6,0.08,-0.152,0.172,3,2
1982,4,7,-0.174,-0.146,0.227,1,1
1982,4,8,0.01,0.092,0.093,6,4
1982,4,9,0.111,0.078,0.135,5,3
1982,4,10,0.543,0.235,0.592,5,3
1982,4,11,0.279,-0.321,0.425,3,2
1982,4,12,0.065,-0.56,0.563,3,2
1982,4,13,-0.023,-0.673,0.674,2,2
1982,4,14,-0.165,-0.915,0.93,2,2
1982,4,15,-0.16,-0.466,0.493,2,2
1982,4,16,-0.006,-0.142,0.142,2,2
1982,4,17,0.071,0.193,0.206,6,4
1982,4,18,0.343,0.129,0.367,5,3
1982,4,19,0.437,-0.194,0.478,4,3
1982,4,20,0.987,-0.278,1.025,4,3
1982,4,21,0.764,-0.717,1.048,4,3
1982,4,22,0.563,-0.939,1.095,3,2
1982,4,23,0.143,-0.61,0.627,3,2
1982,4,24,0.112,-0.829,0.837,3,2
1982,4,25,0.122,-1.06,1.067,3,2
1982,4,26,0.289,-1.058,1.097,3,2
1982,4,27,0.172,-1.245,1.257,3,2
1982,4,28,-0.016,-1.049,1.049,2,2
1982,4,29,0.128,-0.862,0.872,3,2
1982,4,30,0.12,-0.264,0.29,3,2
1982,5,1,-0.098,0.063,0.116,8,1
1982,5,2,-0.126,0.283,0.31,7,4
1982,5,3,-0.447,1.117,1.203,7,4
1982,5,4,-0.383,1.763,1.804,7,4
1982,5,5,-0.232,1.223,1.244,7,4
1982,5,6,-0.156,0.832,0.847,7,4
1982,5,7,0.179,0.412,0.449,6,4
1982,5,8,0.042,0.3,0.303,6,4
1982,5,9,0.144,0.044,0.151,5,3
1982,5,10,0.008,-0.363,0.363,3,2
1982,5,11,-0.101,-0.505,0.515,2,2
1982,5,12,0.124,0.274,0.301,6,4
1982,5,13,0.207,0.977,0.998,6,4
1982,5,14,0.408,1.084,1.158,6,4
1982,5,15,0.617,0.339,0.704,5,3
1982,5,16,0.794,-0.091,0.799,4,3
1982,5,17,0.89,-0.275,0.932,4,3
1982,5,18,0.522,-0.366,0.637,4,3
1982,5,19,0.205,-0.975,0.996,3,2
1982,5,20,0.23,-1.28,1.301,3,2
1982,5,21,0.174,-1.301,1.312,3,2
1982,5,22,0.489,-1.41,1.493,3,2
1982,5,23,1.113,-1.37,1.765,3,2
1982,5,24,1.495,-1.449,2.083,4,3
1982,5,25,1.574,-1.437,2.131,4,3
1982,5,26,1.439,-1.245,1.903,4,3
1982,5,27,1.368,-0.648,1.514,4,3
1982,5,28,1.267,-0.276,1.297,4,3
1982,5,29,1.399,0.126,1.405,5,3
1982,5,30,1.171,0.007,1.171,5,3
1982,5,31,1.175,-0.069,1.177,4,3
1982,6,1,0.936,0.346,0.998,5,3
1982,6,2,1.026,0.551,1.165,5,3
1982,6,3,0.907,0.943,1.308,6,4
1982,6,4,0.938,0.588,1.107,5,3
1982,6,5,0.954,0.046,0.955,5,3
1982,6,6,0.959,0.357,1.023,5,3
1982,6,7,0.617,0.771,0.988,6,4
1982,6,8,0.345,0.786,0.859,6,4
1982,6,9,0.18,0.665,0.689,6,4
1982,6,10,-0.092,0.877,0.882,7,4
1982,6,11,-0.291,0.607,0.673,7,4
1982,6,12,-0.206,0.571,0.607,7,4
1982,6,13,-0.081,0.191,0.207,7,4
1982,6,14,0.146,0.109,0.182,5,3
1982,6,15,0.009,0.484,0.484,6,4
1982,6,16,-0.133,0.665,0.678,7,4
1982,6,17,-0.043,0.732,0.733,7,4
1982,6,18,-0.092,1.237,1.241,7,4
1982,6,19,-0.36,1.445,1.489,7,4
1982,6,20,-0.596,0.866,1.051,7,4
1982,6,21,-0.985,0.366,1.051,8,1
1982,6,22,-1.714,-0.058,1.715,1,1
1982,6,23,-2.208,-0.5,2.264,1,1
1982,6,24,-2.7,-0.499,2.745,1,1
1982,6,25,-2.567,-0.356,2.592,1,1
1982,6,26,-2.393,-0.36,2.42,1,1
1982,6,27,-2.081,-0.012,2.082,1,1
1982,6,28,-1.668,-0.615,1.778,1,1
1982,6,29,-1.333,-1.689,2.152,2,2
1982,6,30,-1.123,-1.906,2.212,2,2
1982,7,1,-1.26,-2.149,2.492,2,2
1982,7,2,-1.332,-2.277,2.638,2,2
1982,7,3,-0.856,-2.042,2.215,2,2
1982,7,4,-0.336,-1.392,1.432,2,2
1982,7,5,-0.111,-0.954,0.961,2,2
1982,7,6,0.145,-0.452,0.475,3,2
1982,7,7,0.407,-0.247,0.476,4,3
1982,7,8,0.717,-0.192,0.742,4,3
1982,7,9,0.883,0.042,0.884,5,3
1982,7,10,1.033,0.113,1.039,5,3
1982,7,11,0.784,0.808,1.126,6,4
1982,7,12,0.226,1.105,1.128,6,4
1982,7,13,0.095,1.243,1.247,6,4
1982,7,14,0.064,0.777,0.78,6,4
1982,7,15,-0.216,1.033,1.055,7,4
1982,7,16,0.006,1.172,1.172,6,4
1982,7,17,0.328,1.26,1.302,6,4
1982,7,18,1.01,1.475,1.788,6,4
1982,7,19,1.118,1.703,2.037,6,4
1982,7,20,0.986,1.653,1.925,6,4
1982,7,21,0.327,0.98,1.033,6,4
1982,7,22,-0.086,0.267,0.28,7,4
1982,7,23,-0.569,-0.266,0.628,1,1
1982,7,24,-1.047,-0.451,1.14,1,1
1982,7,25,-1.827,-0.629,1.932,1,1
1982,7,26,-1.957,-0.67,2.068,1,1
1982,7,27,-1.99,-0.811,2.148,1,1
1982,7,28,-1.894,-1.34,2.32,1,1
1982,7,29,-1.742,-1.927,2.598,2,2
1982,7,30,-1.11,-1.621,1.964,2,2
1982,7,31,-0.84,-1.361,1.599,2,2
1982,8,1,-0.052,-0.578,0.58,2,2
1982,8,2,0.485,-0.174,0.515,4,3
1982,8,3,0.791,-0.625,1.008,4,3
1982,8,4,0.384,-0.538,0.661,3,2
